,Request.id,Pickup.point,Driver.id,Status,Request.timestamp,Drop.timestamp,Request.Hour,Drop.Hour,TimeSlot
920,4257,City,95,Trip Completed,7/14/2016 6:10,7/14/2016 7:08,6,7,Early morning(05-08)
921,4869,City,95,Trip Completed,7/14/2016 17:49,7/14/2016 18:20,17,18,Late evening(17-21)
922,5548,City,95,Trip Completed,7/15/2016 5:24,7/15/2016 6:06,5,6,Early morning(05-08)
923,5630,Airport,95,Trip Completed,7/15/2016 6:32,7/15/2016 7:14,6,7,Early morning(05-08)
924,6645,City,95,Trip Completed,7/15/2016 22:10,7/15/2016 23:00,22,23,Night(22-24)
925,156,Airport,96,Trip Completed,7/11/2016 5:35,7/11/2016 6:40,5,6,Early morning(05-08)
926,350,City,96,Trip Completed,7/11/2016 7:53,7/11/2016 8:40,7,8,Early morning(05-08)
927,976,Airport,96,Trip Completed,7/11/2016 18:54,7/11/2016 19:48,18,19,Late evening(17-21)
928,1344,City,96,Trip Completed,7/11/2016 23:35,7/12/2016 0:39,23,0,Night(22-24)
929,1524,City,96,Trip Completed,7/12/2016 5:50,7/12/2016 6:59,5,6,Early morning(05-08)
930,2143,Airport,96,Trip Completed,7/12/2016 17:15,7/12/2016 17:56,17,17,Late evening(17-21)
931,2353,City,96,Trip Completed,7/12/2016 19:31,7/12/2016 20:23,19,20,Late evening(17-21)
932,3028,Airport,96,Trip Completed,7/13/2016 7:28,7/13/2016 8:14,7,8,Early morning(05-08)
933,3913,Airport,96,Trip Completed,7/13/2016 22:14,7/13/2016 22:56,22,22,Night(22-24)
934,4274,City,96,Trip Completed,7/14/2016 6:18,7/14/2016 7:27,6,7,Early morning(05-08)
935,4673,City,96,Trip Completed,7/14/2016 12:35,7/14/2016 13:44,12,13,Afternoon(12-16)
936,6198,Airport,96,Trip Completed,7/15/2016 17:23,7/15/2016 18:11,17,18,Late evening(17-21)
937,569,Airport,97,Trip Completed,7/11/2016 10:37,7/11/2016 11:44,10,11,Morning(09-11)
938,1626,Airport,97,Trip Completed,7/12/2016 6:58,7/12/2016 7:49,6,7,Early morning(05-08)
939,3505,City,97,Trip Completed,7/13/2016 17:37,7/13/2016 18:22,17,18,Late evening(17-21)
940,3758,City,97,Trip Completed,7/13/2016 20:37,7/13/2016 21:16,20,21,Late evening(17-21)
941,4649,City,97,Trip Completed,7/14/2016 11:50,7/14/2016 12:44,11,12,Morning(09-11)
942,4745,Airport,97,Trip Completed,7/14/2016 15:06,7/14/2016 16:05,15,16,Afternoon(12-16)
943,5354,Airport,97,Trip Completed,7/14/2016 23:07,7/15/2016 0:01,23,0,Night(22-24)
944,5953,City,97,Trip Completed,7/15/2016 10:42,7/15/2016 11:38,10,11,Morning(09-11)
945,6577,City,97,Trip Completed,7/15/2016 21:19,7/15/2016 21:48,21,21,Late evening(17-21)
946,1565,Airport,98,Trip Completed,7/12/2016 6:21,7/12/2016 7:32,6,7,Early morning(05-08)
947,1973,Airport,98,Trip Completed,7/12/2016 12:17,7/12/2016 12:47,12,12,Afternoon(12-16)
948,2363,Airport,98,Trip Completed,7/12/2016 19:31,7/12/2016 20:32,19,20,Late evening(17-21)
949,2994,City,98,Trip Completed,7/13/2016 7:15,7/13/2016 8:12,7,8,Early morning(05-08)
950,3201,Airport,98,Trip Completed,7/13/2016 9:33,7/13/2016 10:17,9,10,Morning(09-11)
951,3511,City,98,Trip Completed,7/13/2016 17:38,7/13/2016 18:54,17,18,Late evening(17-21)
952,3956,Airport,98,Trip Completed,7/13/2016 22:47,7/13/2016 23:41,22,23,Night(22-24)
953,4359,City,98,Trip Completed,7/14/2016 7:27,7/14/2016 8:03,7,8,Early morning(05-08)
954,4798,City,98,Trip Completed,7/14/2016 16:52,7/14/2016 17:39,16,17,Afternoon(12-16)
955,5955,Airport,98,Trip Completed,7/15/2016 10:45,7/15/2016 11:48,10,11,Morning(09-11)
956,6117,Airport,98,Trip Completed,7/15/2016 15:17,7/15/2016 16:06,15,16,Afternoon(12-16)
957,6252,City,98,Trip Completed,7/15/2016 18:00,7/15/2016 18:46,18,18,Late evening(17-21)
958,101,Airport,99,Trip Completed,7/11/2016 5:08,7/11/2016 6:09,5,6,Early morning(05-08)
959,351,City,99,Trip Completed,7/11/2016 7:53,7/11/2016 8:55,7,8,Early morning(05-08)
960,871,City,99,Trip Completed,7/11/2016 17:57,7/11/2016 18:42,17,18,Late evening(17-21)
961,1330,Airport,99,Trip Completed,7/11/2016 23:11,7/12/2016 0:14,23,0,Night(22-24)
962,3227,Airport,99,Trip Completed,7/13/2016 9:52,7/13/2016 10:33,9,10,Morning(09-11)
963,4921,City,99,Trip Completed,7/14/2016 18:14,7/14/2016 19:20,18,19,Late evening(17-21)
964,5373,City,99,Trip Completed,7/14/2016 23:42,7/15/2016 0:17,23,0,Night(22-24)
965,6612,Airport,99,Trip Completed,7/15/2016 21:49,7/15/2016 22:28,21,22,Late evening(17-21)
966,50,City,100,Trip Completed,7/11/2016 3:22,7/11/2016 3:57,3,3,Mid-night(00-04)
967,102,Airport,100,Trip Completed,7/11/2016 5:01,7/11/2016 5:38,5,5,Early morning(05-08)
968,211,City,100,Trip Completed,7/11/2016 6:08,7/11/2016 6:47,6,6,Early morning(05-08)
969,510,City,100,Trip Completed,7/11/2016 9:40,7/11/2016 11:01,9,11,Morning(09-11)
970,1548,Airport,100,Trip Completed,7/12/2016 6:10,7/12/2016 7:12,6,7,Early morning(05-08)
971,2208,City,100,Trip Completed,7/12/2016 17:59,7/12/2016 19:00,17,19,Late evening(17-21)
972,4030,City,100,Trip Completed,7/14/2016 0:13,7/14/2016 0:47,0,0,Mid-night(00-04)
973,4370,City,100,Trip Completed,7/14/2016 7:36,7/14/2016 8:16,7,8,Early morning(05-08)
974,5834,Airport,100,Trip Completed,7/15/2016 8:54,7/15/2016 10:05,8,10,Early morning(05-08)
975,639,City,101,Trip Completed,7/11/2016 12:28,7/11/2016 12:56,12,12,Afternoon(12-16)
976,1451,Airport,101,Trip Completed,7/12/2016 4:53,7/12/2016 5:40,4,5,Mid-night(00-04)
977,2335,City,101,Trip Completed,7/12/2016 19:15,7/12/2016 20:02,19,20,Late evening(17-21)
978,2572,Airport,101,Trip Completed,7/12/2016 21:35,7/12/2016 22:42,21,22,Late evening(17-21)
979,3326,Airport,101,Trip Completed,7/13/2016 12:29,7/13/2016 13:09,12,13,Afternoon(12-16)
980,3916,City,101,Trip Completed,7/13/2016 22:08,7/13/2016 23:22,22,23,Night(22-24)
981,4514,City,101,Trip Completed,7/14/2016 9:16,7/14/2016 10:16,9,10,Morning(09-11)
982,6604,City,101,Trip Completed,7/15/2016 21:42,7/15/2016 22:19,21,22,Late evening(17-21)
983,373,Airport,102,Trip Completed,7/11/2016 8:09,7/11/2016 9:16,8,9,Early morning(05-08)
984,1338,Airport,102,Trip Completed,7/11/2016 23:23,7/11/2016 23:58,23,23,Night(22-24)
985,1830,City,102,Trip Completed,7/12/2016 9:33,7/12/2016 10:43,9,10,Morning(09-11)
986,2274,City,102,Trip Completed,7/12/2016 18:33,7/12/2016 19:22,18,19,Late evening(17-21)
987,3224,Airport,102,Trip Completed,7/13/2016 9:52,7/13/2016 10:28,9,10,Morning(09-11)
988,5321,City,102,Trip Completed,7/14/2016 22:09,7/14/2016 22:46,22,22,Night(22-24)
989,5520,City,102,Trip Completed,7/15/2016 5:17,7/15/2016 6:01,5,6,Early morning(05-08)
990,5842,City,102,Trip Completed,7/15/2016 9:04,7/15/2016 9:53,9,9,Morning(09-11)
991,6429,Airport,102,Trip Completed,7/15/2016 19:49,7/15/2016 20:34,19,20,Late evening(17-21)
992,6704,Airport,102,Trip Completed,7/15/2016 22:58,7/15/2016 23:59,22,23,Night(22-24)
993,2057,Airport,103,Trip Completed,7/12/2016 15:02,7/12/2016 15:36,15,15,Afternoon(12-16)
994,3723,Airport,103,Trip Completed,7/13/2016 20:03,7/13/2016 20:57,20,20,Late evening(17-21)
995,4492,City,103,Trip Completed,7/14/2016 9:01,7/14/2016 10:05,9,10,Morning(09-11)
996,5153,Airport,103,Trip Completed,7/14/2016 20:29,7/14/2016 21:38,20,21,Late evening(17-21)
997,6531,City,103,Trip Completed,7/15/2016 20:49,7/15/2016 21:27,20,21,Late evening(17-21)
998,521,City,104,Trip Completed,7/11/2016 9:48,7/11/2016 10:55,9,10,Morning(09-11)
999,1850,City,104,Trip Completed,7/12/2016 9:45,7/12/2016 10:20,9,10,Morning(09-11)
1000,2851,Airport,104,Trip Completed,7/13/2016 5:31,7/13/2016 6:39,5,6,Early morning(05-08)
1001,5380,Airport,104,Trip Completed,7/14/2016 23:50,7/15/2016 0:39,23,0,Night(22-24)
1002,5917,Airport,104,Trip Completed,7/15/2016 10:04,7/15/2016 10:54,10,10,Morning(09-11)
1003,148,Airport,105,Trip Completed,7/11/2016 5:36,7/11/2016 6:46,5,6,Early morning(05-08)
1004,1113,City,105,Trip Completed,7/11/2016 20:18,7/11/2016 20:55,20,20,Late evening(17-21)
1005,1758,Airport,105,Trip Completed,7/12/2016 8:44,7/12/2016 9:19,8,9,Early morning(05-08)
1006,2395,Airport,105,Trip Completed,7/12/2016 19:55,7/12/2016 20:50,19,20,Late evening(17-21)
1007,2708,Airport,105,Trip Completed,7/13/2016 1:22,7/13/2016 2:35,1,2,Mid-night(00-04)
1008,2995,City,105,Trip Completed,7/13/2016 7:07,7/13/2016 8:08,7,8,Early morning(05-08)
1009,3993,City,105,Trip Completed,7/13/2016 23:31,7/14/2016 0:14,23,0,Night(22-24)
1010,4724,City,105,Trip Completed,7/14/2016 13:52,7/14/2016 14:29,13,14,Afternoon(12-16)
1011,5144,Airport,105,Trip Completed,7/14/2016 20:21,7/14/2016 21:16,20,21,Late evening(17-21)
1012,5572,City,105,Trip Completed,7/15/2016 5:46,7/15/2016 6:40,5,6,Early morning(05-08)
1013,5740,Airport,105,Trip Completed,7/15/2016 7:50,7/15/2016 8:58,7,8,Early morning(05-08)
1014,5938,City,105,Trip Completed,7/15/2016 10:16,7/15/2016 11:06,10,11,Morning(09-11)
1015,6299,City,105,Trip Completed,7/15/2016 18:25,7/15/2016 19:07,18,19,Late evening(17-21)
1016,6695,Airport,105,Trip Completed,7/15/2016 22:45,7/16/2016 0:02,22,0,Night(22-24)
1017,507,Airport,106,Trip Completed,7/11/2016 9:40,7/11/2016 10:38,9,10,Morning(09-11)
1018,1135,Airport,106,Trip Completed,7/11/2016 20:37,7/11/2016 21:29,20,21,Late evening(17-21)
1019,1479,City,106,Trip Completed,7/12/2016 5:16,7/12/2016 5:58,5,5,Early morning(05-08)
1020,3275,City,106,Trip Completed,7/13/2016 10:39,7/13/2016 11:39,10,11,Morning(09-11)
1021,4078,City,106,Trip Completed,7/14/2016 2:10,7/14/2016 3:05,2,3,Mid-night(00-04)
1022,4176,Airport,106,Trip Completed,7/14/2016 5:18,7/14/2016 6:01,5,6,Early morning(05-08)
1023,4776,City,106,Trip Completed,7/14/2016 16:16,7/14/2016 17:31,16,17,Afternoon(12-16)
1024,4899,Airport,106,Trip Completed,7/14/2016 18:02,7/14/2016 19:01,18,19,Late evening(17-21)
1025,35,City,107,Trip Completed,7/11/2016 2:36,7/11/2016 3:03,2,3,Mid-night(00-04)
1026,161,Airport,107,Trip Completed,7/11/2016 5:36,7/11/2016 6:10,5,6,Early morning(05-08)
1027,831,Airport,107,Trip Completed,7/11/2016 17:30,7/11/2016 18:19,17,18,Late evening(17-21)
1028,1080,Airport,107,Trip Completed,7/11/2016 19:59,7/11/2016 20:38,19,20,Late evening(17-21)
1029,2496,City,107,Trip Completed,7/12/2016 20:53,7/12/2016 21:33,20,21,Late evening(17-21)
1030,3141,City,107,Trip Completed,7/13/2016 8:58,7/13/2016 9:28,8,9,Early morning(05-08)
1031,3297,City,107,Trip Completed,7/13/2016 11:37,7/13/2016 12:14,11,12,Morning(09-11)
1032,3602,Airport,107,Trip Completed,7/13/2016 18:40,7/13/2016 19:13,18,19,Late evening(17-21)
1033,4150,City,107,Trip Completed,7/14/2016 4:51,7/14/2016 5:50,4,5,Mid-night(00-04)
1034,4361,City,107,Trip Completed,7/14/2016 7:29,7/14/2016 8:28,7,8,Early morning(05-08)
1035,4642,City,107,Trip Completed,7/14/2016 11:44,7/14/2016 12:41,11,12,Morning(09-11)
1036,4752,City,107,Trip Completed,7/14/2016 15:19,7/14/2016 16:11,15,16,Afternoon(12-16)
1037,4849,City,107,Trip Completed,7/14/2016 17:39,7/14/2016 18:44,17,18,Late evening(17-21)
1038,6199,City,107,Trip Completed,7/15/2016 17:25,7/15/2016 18:19,17,18,Late evening(17-21)
1039,241,City,108,Trip Completed,7/11/2016 6:31,7/11/2016 7:17,6,7,Early morning(05-08)
1040,1339,Airport,108,Trip Completed,7/11/2016 23:25,7/12/2016 0:32,23,0,Night(22-24)
1041,1454,City,108,Trip Completed,7/12/2016 4:54,7/12/2016 6:07,4,6,Mid-night(00-04)
1042,4342,City,108,Trip Completed,7/14/2016 7:17,7/14/2016 8:15,7,8,Early morning(05-08)
1043,6766,City,108,Trip Completed,7/15/2016 0:06,7/15/2016 1:10,0,1,Mid-night(00-04)
1044,6213,City,108,Trip Completed,7/15/2016 17:30,7/15/2016 18:32,17,18,Late evening(17-21)
1045,41,City,109,Trip Completed,7/11/2016 2:47,7/11/2016 3:23,2,3,Mid-night(00-04)
1046,279,Airport,109,Trip Completed,7/11/2016 6:58,7/11/2016 7:47,6,7,Early morning(05-08)
1047,952,City,109,Trip Completed,7/11/2016 18:39,7/11/2016 19:19,18,19,Late evening(17-21)
1048,1200,Airport,109,Trip Completed,7/11/2016 21:13,7/11/2016 22:29,21,22,Late evening(17-21)
1049,1775,City,109,Trip Completed,7/12/2016 8:57,7/12/2016 9:52,8,9,Early morning(05-08)
1050,1953,Airport,109,Trip Completed,7/12/2016 11:38,7/12/2016 12:41,11,12,Morning(09-11)
1051,3270,City,109,Trip Completed,7/13/2016 10:28,7/13/2016 11:04,10,11,Morning(09-11)
1052,3497,Airport,109,Trip Completed,7/13/2016 17:32,7/13/2016 18:27,17,18,Late evening(17-21)
1053,3897,Airport,109,Trip Completed,7/13/2016 22:00,7/13/2016 22:37,22,22,Night(22-24)
1054,4601,City,109,Trip Completed,7/14/2016 10:13,7/14/2016 10:52,10,10,Morning(09-11)
1055,4621,Airport,109,Trip Completed,7/14/2016 11:02,7/14/2016 11:46,11,11,Morning(09-11)
1056,5061,City,109,Trip Completed,7/14/2016 19:29,7/14/2016 20:13,19,20,Late evening(17-21)
1057,5359,City,109,Trip Completed,7/14/2016 23:21,7/15/2016 0:24,23,0,Night(22-24)
1058,6179,Airport,109,Trip Completed,7/15/2016 16:53,7/15/2016 18:08,16,18,Afternoon(12-16)
1059,469,Airport,110,Trip Completed,7/11/2016 9:24,7/11/2016 10:04,9,10,Morning(09-11)
1060,914,City,110,Trip Completed,7/11/2016 18:17,7/11/2016 18:58,18,18,Late evening(17-21)
1061,1386,Airport,110,Trip Completed,7/12/2016 1:30,7/12/2016 2:42,1,2,Mid-night(00-04)
1062,1935,City,110,Trip Completed,7/12/2016 11:16,7/12/2016 12:17,11,12,Morning(09-11)
1063,3243,Airport,110,Trip Completed,7/13/2016 10:03,7/13/2016 10:46,10,10,Morning(09-11)
1064,3449,City,110,Trip Completed,7/13/2016 16:52,7/13/2016 17:21,16,17,Afternoon(12-16)
1065,4500,City,110,Trip Completed,7/14/2016 9:04,7/14/2016 10:09,9,10,Morning(09-11)
1066,5328,Airport,110,Trip Completed,7/14/2016 22:10,7/14/2016 22:51,22,22,Night(22-24)
1067,5576,City,110,Trip Completed,7/15/2016 5:53,7/15/2016 6:25,5,6,Early morning(05-08)
1068,6112,Airport,110,Trip Completed,7/15/2016 15:06,7/15/2016 16:12,15,16,Afternoon(12-16)
1069,6438,Airport,110,Trip Completed,7/15/2016 19:54,7/15/2016 20:36,19,20,Late evening(17-21)
1070,707,Airport,111,Trip Completed,7/11/2016 14:17,7/11/2016 14:55,14,14,Afternoon(12-16)
1071,1136,Airport,111,Trip Completed,7/11/2016 20:32,7/11/2016 21:20,20,21,Late evening(17-21)
1072,2961,Airport,111,Trip Completed,7/13/2016 6:48,7/13/2016 7:47,6,7,Early morning(05-08)
1073,3428,City,111,Trip Completed,7/13/2016 15:55,7/13/2016 16:45,15,16,Afternoon(12-16)
1074,4045,Airport,111,Trip Completed,7/14/2016 0:56,7/14/2016 1:22,0,1,Mid-night(00-04)
1075,5399,City,111,Trip Completed,7/15/2016 0:58,7/15/2016 2:16,0,2,Mid-night(00-04)
1076,5730,City,111,Trip Completed,7/15/2016 7:50,7/15/2016 8:45,7,8,Early morning(05-08)
1077,180,Airport,112,Trip Completed,7/11/2016 5:48,7/11/2016 6:28,5,6,Early morning(05-08)
1078,1694,City,112,Trip Completed,7/12/2016 7:54,7/12/2016 8:48,7,8,Early morning(05-08)
1079,2294,City,112,Trip Completed,7/12/2016 18:47,7/12/2016 19:49,18,19,Late evening(17-21)
1080,3630,City,112,Trip Completed,7/13/2016 18:59,7/13/2016 19:59,18,19,Late evening(17-21)
1081,3978,City,112,Trip Completed,7/13/2016 23:18,7/13/2016 23:46,23,23,Night(22-24)
1082,4426,City,112,Trip Completed,7/14/2016 8:21,7/14/2016 9:08,8,9,Early morning(05-08)
1083,5115,Airport,112,Trip Completed,7/14/2016 20:03,7/14/2016 21:08,20,21,Late evening(17-21)
1084,5558,Airport,112,Trip Completed,7/15/2016 5:32,7/15/2016 6:05,5,6,Early morning(05-08)
1085,5827,Airport,112,Trip Completed,7/15/2016 8:52,7/15/2016 9:29,8,9,Early morning(05-08)
1086,6063,Airport,112,Trip Completed,7/15/2016 13:48,7/15/2016 14:19,13,14,Afternoon(12-16)
1087,6691,Airport,112,Trip Completed,7/15/2016 22:47,7/16/2016 0:01,22,0,Night(22-24)
1088,170,City,113,Trip Completed,7/11/2016 5:45,7/11/2016 6:39,5,6,Early morning(05-08)
1089,1326,Airport,113,Trip Completed,7/11/2016 23:06,7/12/2016 0:07,23,0,Night(22-24)
1090,1476,City,113,Trip Completed,7/12/2016 5:16,7/12/2016 6:04,5,6,Early morning(05-08)
1091,2937,Airport,113,Trip Completed,7/13/2016 6:27,7/13/2016 7:15,6,7,Early morning(05-08)
1092,3973,City,113,Trip Completed,7/13/2016 22:58,7/13/2016 23:51,22,23,Night(22-24)
1093,4644,City,113,Trip Completed,7/14/2016 11:47,7/14/2016 12:20,11,12,Morning(09-11)
1094,5086,Airport,113,Trip Completed,7/14/2016 19:41,7/14/2016 21:02,19,21,Late evening(17-21)
1095,6572,Airport,113,Trip Completed,7/15/2016 21:11,7/15/2016 22:02,21,22,Late evening(17-21)
1096,6755,Airport,113,Trip Completed,7/15/2016 23:57,7/16/2016 1:09,23,1,Night(22-24)
1097,1483,City,114,Trip Completed,7/12/2016 5:22,7/12/2016 6:22,5,6,Early morning(05-08)
1098,1844,City,114,Trip Completed,7/12/2016 9:40,7/12/2016 10:11,9,10,Morning(09-11)
1099,2120,Airport,114,Trip Completed,7/12/2016 16:44,7/12/2016 17:33,16,17,Afternoon(12-16)
1100,2411,City,114,Trip Completed,7/12/2016 20:04,7/12/2016 20:40,20,20,Late evening(17-21)
1101,2903,Airport,114,Trip Completed,7/13/2016 6:00,7/13/2016 6:40,6,6,Early morning(05-08)
1102,3289,City,114,Trip Completed,7/13/2016 11:06,7/13/2016 11:51,11,11,Morning(09-11)
1103,3859,Airport,114,Trip Completed,7/13/2016 21:38,7/13/2016 22:28,21,22,Late evening(17-21)
1104,4313,City,114,Trip Completed,7/14/2016 6:49,7/14/2016 7:44,6,7,Early morning(05-08)
1105,5325,City,114,Trip Completed,7/14/2016 22:11,7/14/2016 23:12,22,23,Night(22-24)
1106,5906,City,114,Trip Completed,7/15/2016 9:56,7/15/2016 10:29,9,10,Morning(09-11)
1107,6049,City,114,Trip Completed,7/15/2016 13:27,7/15/2016 14:32,13,14,Afternoon(12-16)
1108,664,Airport,115,Trip Completed,7/11/2016 12:58,7/11/2016 14:07,12,14,Afternoon(12-16)
1109,750,City,115,Trip Completed,7/11/2016 15:52,7/11/2016 16:27,15,16,Afternoon(12-16)
1110,1950,City,115,Trip Completed,7/12/2016 11:33,7/12/2016 12:04,11,12,Morning(09-11)
1111,2989,Airport,115,Trip Completed,7/13/2016 7:08,7/13/2016 7:42,7,7,Early morning(05-08)
1112,3266,Airport,115,Trip Completed,7/13/2016 10:27,7/13/2016 11:19,10,11,Morning(09-11)
1113,4358,Airport,115,Trip Completed,7/14/2016 7:25,7/14/2016 8:08,7,8,Early morning(05-08)
1114,4720,Airport,115,Trip Completed,7/14/2016 13:48,7/14/2016 14:41,13,14,Afternoon(12-16)
1115,5019,City,115,Trip Completed,7/14/2016 19:07,7/14/2016 19:59,19,19,Late evening(17-21)
1116,5925,City,115,Trip Completed,7/15/2016 10:08,7/15/2016 10:32,10,10,Morning(09-11)
1117,112,Airport,116,Trip Completed,7/11/2016 5:01,7/11/2016 6:04,5,6,Early morning(05-08)
1118,213,City,116,Trip Completed,7/11/2016 6:15,7/11/2016 6:57,6,6,Early morning(05-08)
1119,1818,Airport,116,Trip Completed,7/12/2016 9:29,7/12/2016 10:38,9,10,Morning(09-11)
1120,2018,Airport,116,Trip Completed,7/12/2016 13:39,7/12/2016 14:19,13,14,Afternoon(12-16)
1121,3231,Airport,116,Trip Completed,7/13/2016 9:57,7/13/2016 10:48,9,10,Morning(09-11)
1122,3378,Airport,116,Trip Completed,7/13/2016 14:19,7/13/2016 14:58,14,14,Afternoon(12-16)
1123,3896,City,116,Trip Completed,7/13/2016 21:55,7/13/2016 22:54,21,22,Late evening(17-21)
1124,4828,City,116,Trip Completed,7/14/2016 17:26,7/14/2016 17:59,17,17,Late evening(17-21)
1125,5944,City,116,Trip Completed,7/15/2016 10:23,7/15/2016 11:33,10,11,Morning(09-11)
1126,6245,Airport,116,Trip Completed,7/15/2016 17:58,7/15/2016 18:57,17,18,Late evening(17-21)
1127,3957,City,117,Trip Completed,7/13/2016 22:42,7/13/2016 23:43,22,23,Night(22-24)
1128,4066,Airport,117,Trip Completed,7/14/2016 1:56,7/14/2016 3:07,1,3,Mid-night(00-04)
1129,4691,City,117,Trip Completed,7/14/2016 13:01,7/14/2016 13:54,13,13,Afternoon(12-16)
1130,6153,Airport,117,Trip Completed,7/15/2016 16:23,7/15/2016 17:33,16,17,Afternoon(12-16)
1131,260,City,118,Trip Completed,7/11/2016 6:45,7/11/2016 7:54,6,7,Early morning(05-08)
1132,1077,Airport,118,Trip Completed,7/11/2016 19:55,7/11/2016 20:44,19,20,Late evening(17-21)
1133,1316,City,118,Trip Completed,7/11/2016 22:54,7/11/2016 23:45,22,23,Night(22-24)
1134,1754,City,118,Trip Completed,7/12/2016 8:42,7/12/2016 9:39,8,9,Early morning(05-08)
1135,2086,City,118,Trip Completed,7/12/2016 15:44,7/12/2016 16:30,15,16,Afternoon(12-16)
1136,3044,Airport,118,Trip Completed,7/13/2016 7:38,7/13/2016 8:19,7,8,Early morning(05-08)
1137,3295,City,118,Trip Completed,7/13/2016 11:32,7/13/2016 12:15,11,12,Morning(09-11)
1138,3347,Airport,118,Trip Completed,7/13/2016 12:58,7/13/2016 13:54,12,13,Afternoon(12-16)
1139,3801,Airport,118,Trip Completed,7/13/2016 20:59,7/13/2016 21:37,20,21,Late evening(17-21)
1140,4249,City,118,Trip Completed,7/14/2016 6:03,7/14/2016 6:57,6,6,Early morning(05-08)
1141,5096,Airport,118,Trip Completed,7/14/2016 19:52,7/14/2016 20:49,19,20,Late evening(17-21)
1142,5892,City,118,Trip Completed,7/15/2016 9:48,7/15/2016 10:46,9,10,Morning(09-11)
1143,6281,Airport,118,Trip Completed,7/15/2016 18:16,7/15/2016 19:23,18,19,Late evening(17-21)
1144,6497,City,118,Trip Completed,7/15/2016 20:29,7/15/2016 21:15,20,21,Late evening(17-21)
1145,13,City,119,Trip Completed,7/11/2016 1:08,7/11/2016 1:58,1,1,Mid-night(00-04)
1146,1907,City,119,Trip Completed,7/12/2016 10:36,7/12/2016 11:53,10,11,Morning(09-11)
1147,3074,City,119,Trip Completed,7/13/2016 8:03,7/13/2016 9:11,8,9,Early morning(05-08)
1148,3441,City,119,Trip Completed,7/13/2016 16:27,7/13/2016 17:43,16,17,Afternoon(12-16)
1149,3651,City,119,Trip Completed,7/13/2016 19:13,7/13/2016 20:21,19,20,Late evening(17-21)
1150,4093,City,119,Trip Completed,7/14/2016 3:06,7/14/2016 4:03,3,4,Mid-night(00-04)
1151,4339,City,119,Trip Completed,7/14/2016 7:13,7/14/2016 7:50,7,7,Early morning(05-08)
1152,4753,City,119,Trip Completed,7/14/2016 15:18,7/14/2016 16:23,15,16,Afternoon(12-16)
1153,5933,City,119,Trip Completed,7/15/2016 10:12,7/15/2016 11:01,10,11,Morning(09-11)
1154,1184,City,120,Trip Completed,7/11/2016 21:01,7/11/2016 22:11,21,22,Late evening(17-21)
1155,1402,Airport,120,Trip Completed,7/12/2016 2:48,7/12/2016 3:48,2,3,Mid-night(00-04)
1156,1597,City,120,Trip Completed,7/12/2016 6:40,7/12/2016 7:42,6,7,Early morning(05-08)
1157,2702,City,120,Trip Completed,7/13/2016 1:12,7/13/2016 2:20,1,2,Mid-night(00-04)
1158,2996,City,120,Trip Completed,7/13/2016 7:13,7/13/2016 8:10,7,8,Early morning(05-08)
1159,4857,Airport,120,Trip Completed,7/14/2016 17:34,7/14/2016 18:25,17,18,Late evening(17-21)
1160,6661,City,120,Trip Completed,7/15/2016 22:20,7/15/2016 23:21,22,23,Night(22-24)
1161,134,Airport,121,Trip Completed,7/11/2016 5:13,7/11/2016 6:14,5,6,Early morning(05-08)
1162,598,City,121,Trip Completed,7/11/2016 11:36,7/11/2016 12:17,11,12,Morning(09-11)
1163,726,Airport,121,Trip Completed,7/11/2016 15:00,7/11/2016 16:03,15,16,Afternoon(12-16)
1164,832,Airport,121,Trip Completed,7/11/2016 17:38,7/11/2016 18:16,17,18,Late evening(17-21)
1165,2065,City,121,Trip Completed,7/12/2016 15:06,7/12/2016 16:10,15,16,Afternoon(12-16)
1166,2701,Airport,121,Trip Completed,7/13/2016 1:04,7/13/2016 1:52,1,1,Mid-night(00-04)
1167,3429,City,121,Trip Completed,7/13/2016 15:59,7/13/2016 16:58,15,16,Afternoon(12-16)
1168,3645,City,121,Trip Completed,7/13/2016 19:07,7/13/2016 20:00,19,20,Late evening(17-21)
1169,4958,City,121,Trip Completed,7/14/2016 18:36,7/14/2016 19:46,18,19,Late evening(17-21)
1170,5474,City,121,Trip Completed,7/15/2016 4:45,7/15/2016 5:52,4,5,Mid-night(00-04)
1171,6088,City,121,Trip Completed,7/15/2016 14:29,7/15/2016 15:24,14,15,Afternoon(12-16)
1172,6714,Airport,121,Trip Completed,7/15/2016 23:12,7/16/2016 0:04,23,0,Night(22-24)
1173,1024,Airport,122,Trip Completed,7/11/2016 19:20,7/11/2016 20:20,19,20,Late evening(17-21)
1174,1452,City,122,Trip Completed,7/12/2016 4:52,7/12/2016 5:41,4,5,Mid-night(00-04)
1175,2507,City,122,Trip Completed,7/12/2016 21:05,7/12/2016 21:30,21,21,Late evening(17-21)
1176,3052,Airport,122,Trip Completed,7/13/2016 7:43,7/13/2016 8:53,7,8,Early morning(05-08)
1177,4702,Airport,122,Trip Completed,7/14/2016 13:13,7/14/2016 13:43,13,13,Afternoon(12-16)
1178,4830,Airport,122,Trip Completed,7/14/2016 17:23,7/14/2016 18:36,17,18,Late evening(17-21)
1179,5920,Airport,122,Trip Completed,7/15/2016 10:06,7/15/2016 10:41,10,10,Morning(09-11)
1180,533,Airport,123,Trip Completed,7/11/2016 9:55,7/11/2016 10:58,9,10,Morning(09-11)
